день,группа,предмет,сложность,температура,осадки,тип погоды,количество пар,номера пар,успеваемость,процент посещаемости
Вторник,1,Основы туризма и гостеприимства,3,2,False,туман,5,"[1, 2, 3, 4, 5]",65,83
Пятница,15,Проектно-исследовательская деятельность,4,1,False,солнечно,4,"[2, 3, 4, 5]",20,54
Суббота,6,Техническое обслуживание компьютерных систем,3,23,False,ветер,2,"[2, 3]",58,78
Среда,10,Русский язык,3,-1,True,снег,2,"[1, 3]",42,53
Среда,15,Математика,5,16,False,пасмурно,4,"[1, 3, 4, 5]",20,49
Четверг,9,Маркетинг и менеджмент в сфере услуг,3,15,True,дождь,3,"[2, 3, 4]",39,66
Понедельник,14,Архитектура компьютеров,4,22,True,снег,4,"[1, 3, 4, 5]",20,40
Вторник,12,Математика,5,-1,False,ветер,2,"[1, 4]",20,44
Понедельник,13,Разработка программного обеспечения,5,19,False,туман,4,"[2, 3, 4, 5]",32,67
Вторник,7,Основы информационных технологий,4,15,False,солнечно,4,"[2, 3, 4, 5]",20,43
Суббота,7,Безопасность операционных систем и сетей,5,5,False,ветер,2,"[2, 5]",20,41
Суббота,14,Геометрия,4,13,False,туман,3,"[3, 4, 5]",20,38
Суббота,7,Базы данных,4,15,False,ветер,1,[5],20,39
Четверг,6,Основы информационных технологий,4,-4,True,снег,5,"[1, 2, 3, 4, 5]",22,45
Суббота,13,Разработка программного обеспечения,5,17,False,туман,1,[2],23,65
Четверг,9,Основы туризма и гостеприимства,3,30,False,ветер,5,"[1, 2, 3, 4, 5]",55,85
Пятница,11,Криптография,5,21,False,пасмурно,4,"[1, 3, 4, 5]",26,53
Вторник,12,Безопасность операционных систем и сетей,5,19,True,град,3,"[2, 3, 4]",20,55
Среда,14,Маркетинг и менеджмент в сфере услуг,3,32,False,пасмурно,5,"[1, 2, 3, 4, 5]",46,63
Вторник,11,Криптография,5,-4,False,ветер,3,"[1, 2, 3]",34,69
Понедельник,3,Конфигурирование и администрирование сетей,5,14,False,пасмурно,3,"[1, 4, 5]",29,57
Среда,14,Основы туризма и гостеприимства,3,13,False,пасмурно,3,"[1, 2, 4]",54,83
Пятница,6,Разработка программного обеспечения,5,31,False,ветер,3,"[1, 2, 4]",21,54
Вторник,5,Русский язык,3,16,False,пасмурно,4,"[1, 3, 4, 5]",46,73
Понедельник,10,Проектирование информационных систем,4,28,False,ветер,4,"[1, 2, 3, 4]",34,66
Суббота,8,Методы и средства защиты информации,5,20,False,ветер,3,"[2, 4, 5]",36,64
Суббота,6,Разработка программного обеспечения,5,24,False,туман,2,"[2, 4]",35,64
Понедельник,11,Архитектура компьютеров,4,9,False,пасмурно,5,"[1, 2, 3, 4, 5]",29,67
Пятница,9,Техническое обслуживание компьютерных систем,3,-2,False,пасмурно,2,"[2, 3]",60,74
Пятница,15,Операционные системы,4,-5,False,пасмурно,4,"[2, 3, 4, 5]",23,65
Четверг,5,Эксплуатация компьютерных сетей,4,4,False,солнечно,2,"[4, 5]",29,75
Суббота,13,Веб-технологии,4,9,False,пасмурно,3,"[1, 3, 5]",20,60
Суббота,12,Методы и средства защиты информации,5,34,False,туман,1,[2],20,30
Суббота,6,Основы информационных технологий,4,18,False,пасмурно,1,[4],23,48
Вторник,9,Методы и средства защиты информации,5,24,False,пасмурно,3,"[1, 2, 5]",43,67
Среда,1,Криптография,5,24,False,солнечно,4,"[1, 2, 4, 5]",27,68
Среда,3,Тестирование программных продуктов,4,11,True,дождь,4,"[1, 2, 4, 5]",30,52
Вторник,15,Проектно-исследовательская деятельность,4,1,False,туман,3,"[2, 3, 4]",20,44
Четверг,13,Безопасность операционных систем и сетей,5,-1,True,дождь,2,"[2, 4]",20,36
Четверг,5,Архитектура компьютеров,4,20,False,туман,4,"[1, 2, 4, 5]",24,73
Понедельник,13,Обществознание,2,1,False,солнечно,5,"[1, 2, 3, 4, 5]",51,76
Суббота,4,Организация обслуживания в гостиницах,3,10,False,пасмурно,2,"[2, 3]",51,64
Среда,12,Русский язык,3,5,False,туман,2,"[1, 3]",72,82
Пятница,16,Разработка программного обеспечения,5,12,False,пасмурно,2,"[2, 4]",20,47
Суббота,4,Проектно-исследовательская деятельность,4,21,False,туман,2,"[2, 3]",30,56
Вторник,6,Проектно-исследовательская деятельность,4,11,False,пасмурно,3,"[2, 4, 5]",38,72
Вторник,11,Физика,4,33,False,ветер,4,"[1, 2, 3, 5]",20,46
Суббота,10,Математика,5,22,True,дождь,2,"[3, 4]",20,41
Вторник,5,Тестирование программных продуктов,4,7,False,туман,2,"[1, 4]",20,63
Суббота,16,Криптография,5,34,True,дождь,3,"[1, 2, 5]",20,30
Понедельник,3,Методы и средства защиты информации,5,-3,False,солнечно,4,"[1, 3, 4, 5]",24,51
Пятница,4,Геометрия,4,34,False,туман,3,"[3, 4, 5]",20,38
Вторник,6,Системное администрирование,4,14,True,град,2,"[3, 4]",20,39
Пятница,12,Литература,3,1,True,дождь,4,"[1, 2, 4, 5]",34,48
Четверг,4,Безопасность операционных систем и сетей,5,-4,True,град,2,"[3, 4]",20,39
Суббота,16,История,2,22,True,дождь,1,[5],28,46
Среда,13,Основы программирования,5,15,True,град,2,"[2, 3]",20,46
Пятница,2,Разработка программного обеспечения,5,24,False,пасмурно,3,"[1, 4, 5]",28,46
Четверг,1,Безопасность сетей,5,30,False,ветер,4,"[1, 3, 4, 5]",31,57
Понедельник,6,Основы туризма и гостеприимства,3,30,False,пасмурно,2,"[2, 3]",78,87
Суббота,14,Виртуализация и облачные технологии,4,15,True,снег,1,[3],20,30
Среда,1,Основы туризма и гостеприимства,3,-2,False,туман,3,"[1, 2, 4]",62,89
Четверг,6,Архитектура компьютеров,4,0,False,туман,5,"[1, 2, 3, 4, 5]",41,68
Пятница,6,Архитектура компьютеров,4,13,False,пасмурно,5,"[1, 2, 3, 4, 5]",24,60
Вторник,2,Маркетинг и менеджмент в сфере услуг,3,31,False,ветер,2,"[1, 2]",60,68
Вторник,1,Разработка программного обеспечения,5,32,False,солнечно,2,"[1, 5]",20,36
Вторник,15,Информационная безопасность,5,-2,False,солнечно,4,"[1, 2, 4, 5]",29,71
Суббота,3,Конфигурирование и администрирование сетей,5,-5,False,пасмурно,2,"[2, 4]",20,44
Вторник,7,Маркетинг и менеджмент в сфере услуг,3,30,False,солнечно,2,"[1, 4]",55,71
Понедельник,8,Естествознание,3,13,True,снег,5,"[1, 2, 3, 4, 5]",39,61
Четверг,5,Безопасность операционных систем и сетей,5,-4,True,дождь,2,"[2, 5]",20,30
Четверг,3,Операционные системы,4,-3,False,солнечно,2,"[4, 5]",25,59
Вторник,15,Техническое обслуживание компьютерных систем,3,20,True,снег,5,"[1, 2, 3, 4, 5]",35,59
Четверг,9,Литература,3,26,False,ветер,4,"[1, 2, 3, 4]",63,71
Четверг,1,Техническое обслуживание компьютерных систем,3,26,False,туман,3,"[1, 2, 5]",56,89
Понедельник,6,Операционные системы,4,10,False,пасмурно,3,"[1, 3, 5]",22,51
Суббота,4,Диагностика и ремонт оборудования,4,28,False,солнечно,2,"[1, 5]",21,58
Среда,11,Основы программирования,5,33,False,ветер,2,"[1, 3]",21,43
Среда,2,Архитектура компьютеров,4,35,False,туман,3,"[1, 2, 5]",20,48
Вторник,7,Естествознание,3,3,True,снег,4,"[1, 2, 3, 4]",37,45
Понедельник,10,Информатика,5,-1,False,ветер,4,"[1, 2, 3, 4]",20,44
Пятница,11,Проектно-исследовательская деятельность,4,3,False,пасмурно,4,"[2, 3, 4, 5]",20,57
Вторник,13,Безопасность операционных систем и сетей,5,25,False,туман,3,"[2, 4, 5]",27,63
Суббота,16,Основы программирования,5,27,True,снег,3,"[2, 4, 5]",20,30
Четверг,3,Геометрия,4,14,False,ветер,4,"[1, 3, 4, 5]",29,64
Пятница,15,Методы и средства защиты информации,5,12,False,пасмурно,4,"[1, 2, 3, 4]",23,65
Суббота,8,Разработка программного обеспечения,5,32,False,туман,3,"[1, 4, 5]",33,57
Пятница,10,Основы программирования,5,28,False,пасмурно,5,"[1, 2, 3, 4, 5]",20,48
Суббота,6,Математика,5,15,False,ветер,3,"[1, 2, 3]",27,51
Суббота,1,Маркетинг и менеджмент в сфере услуг,3,26,False,туман,1,[1],42,61
Понедельник,12,Проектно-исследовательская деятельность,4,15,False,туман,4,"[1, 2, 3, 5]",32,70
Четверг,12,Информатика,5,16,False,ветер,3,"[2, 3, 4]",39,65
Понедельник,3,Основы туризма и гостеприимства,3,27,False,ветер,4,"[1, 2, 3, 4]",49,77
Суббота,1,История,2,23,True,дождь,1,[1],34,58
Среда,7,Маркетинг и менеджмент в сфере услуг,3,19,False,пасмурно,4,"[1, 3, 4, 5]",78,88
